,Unnamed: 0,C_score,Symbol,Close_grow,Revenue_grow,Sales__General_and_administrative_grow,Research_and_development_grow
37,233,0.418604651163,01155,-0.0509318731492,0.0159842357162,-0.0404945234693,
38,289,0.419259259259,00268,0.249117826705,0.0121103535252,-0.0153342865267,0.082093722234
39,228,0.420454545455,01050,0.371304502992,0.0390311125764,-0.0365786598068,
40,268,0.422413793103,08113,-0.113347628974,0.150975547546,0.107047601044,
41,31,0.424903722721,01988,-0.0663275842846,,,
42,76,0.427884615385,00335,0.0438226305441,,,
43,34,0.428240740741,02356,0.112481954436,,,
44,86,0.43324775353,00412,-0.0626780566803,,,
45,339,0.434027777778,08008,0.24549829187,0.0943369176489,0.147916438402,
46,184,0.434659090909,08123,-0.0434712848422,,,
47,217,0.436,00618,-0.111468269228,0.476496715727,0.422203749687,
48,72,0.436335403727,00279,0.339984500261,,,
49,328,0.439903846154,01588,-0.0438926735717,0.0754063638304,0.221459399021,0.24055247663
50,288,0.440104166667,00250,0.360084951226,0.049833132879,0.052453176036,
51,200,0.440677966102,08439,-0.0191924927212,,,
52,311,0.440972222222,00862,0.303077939502,-0.110389878833,0.0,
53,190,0.442546583851,08212,-0.159950153919,-0.0593508773051,0.162138228586,
54,63,0.442962962963,00204,-0.428278901302,0.0,,
55,310,0.443322981366,00861,-0.177739818213,-0.325087856871,-0.168732162329,
56,197,0.44474393531,08340,0.497475331505,0.0129436968442,,
57,66,0.451851851852,00227,0.107380430956,,,
58,136,0.452,01227,-0.32201133761,-0.541497978398,,
59,256,0.452414772727,03336,-0.100351202288,-0.0309263359188,0.0349722601409,
60,7,0.452804377565,01339,-0.0377973065581,,,
61,125,0.454172366621,01004,0.0372435471905,,,
62,314,0.454192546584,01013,0.104054197889,-0.044146773496,0.0841135471298,
63,53,0.45625,00086,-0.00916062416459,-0.0131048754509,,
64,24,0.457627118644,01216,-0.00824893323833,,,
65,206,0.458256029685,00248,-0.0737149907601,-0.0961553406898,-0.0941282130411,
66,128,0.458279845956,01051,-0.261942475774,-0.383777078729,,
67,35,0.461226851852,02388,0.0887877050969,,,
68,110,0.465909090909,00766,-0.0765462649957,-0.137375157555,,
69,224,0.468864468864,00903,-0.0996161609719,-0.0439213714955,-0.0498824111574,-0.0748279874763
70,318,0.470085470085,01075,0.173061188972,0.136807345135,0.124757407127,0.178041910869
71,36,0.47125,02888,-0.19559105228,,,
72,275,0.471358428805,08227,1.25930518307,-0.0582274135714,0.0630956600853,
73,6,0.474282296651,01336,0.124178371004,,,
74,118,0.474378881988,00821,0.125316038156,,,
75,114,0.474576271186,00804,-0.129033895499,,,
76,340,0.474576271186,08013,-0.234412892985,0.0835599413026,0.168777248561,
77,82,0.475694444444,00378,0.0840727883424,0.772415151186,0.172861580004,0.0
78,265,0.476363636364,08016,-0.101340493569,0.467893142052,0.63397755253,0.0
79,133,0.47790507365,01217,-0.00914289597453,0.280419508114,,
80,77,0.478213507625,00339,0.122896946963,,,
81,278,0.480113636364,08266,-0.214336858424,0.0144393123487,-0.144404974317,-0.416975713899
82,364,0.481481481481,08255,-0.0458838201345,-0.113672324232,0.12494127281,
83,354,0.482954545455,08100,0.373527278704,1.56464079015,0.500515376676,
84,1,0.482954545455,00662,0.0709025479818,,,
85,334,0.483050847458,02998,-0.685117160783,,,
86,121,0.483703703704,00913,-0.437538393357,-1.0,,
87,130,0.485157699443,01140,0.353448344481,0.316990846031,,
88,345,0.485175202156,08048,-0.263050255608,-0.238452879619,-0.173571618797,
89,64,0.486521181001,00211,0.0561845044943,0.179561859942,,
90,107,0.487577639752,00727,0.546565932139,0.128934438048,0.496525189698,
91,89,0.489130434783,00474,-0.0481583922116,0.144662551552,,
92,219,0.489234449761,00710,-0.0218548286672,0.00252053917798,,
93,203,0.490180032733,00099,0.0533758870542,0.0122573489134,0.0,
94,283,0.491379310345,08420,0.0225458541819,0.280419508114,,
95,160,0.491525423729,03848,0.0127964297865,0.165104999382,,
96,344,0.496894409938,08045,-0.13298981716,-0.0804118430845,-0.146680182011,-0.186301532515
97,60,0.497545008183,00172,-0.100204028501,-0.215343974867,,
98,56,0.497607655502,00120,0.793075512785,0.191884508907,0.239178374295,
99,336,0.497737556561,03888,0.234032293964,0.489144520501,0.529346336986,0.421855119502
100,41,0.502392344498,03968,0.12087888388,,,
101,321,0.502840909091,01137,0.00702904526699,1.37520371261,-0.13511267557,
102,246,0.502840909091,02000,0.0969101341697,-0.0158908327824,0.0501341282862,-0.124308713188
103,360,0.503105590062,08178,-0.14717045507,-0.390048315019,0.03656958244,
104,338,0.503710575139,06899,-0.124195413682,,,
105,331,0.505434782609,01900,-0.191244498209,0.0373631496149,-0.0317782449725,
106,38,0.506462984724,03618,0.0404599026854,,,
107,5,0.507428571429,01299,0.127686917716,,,
108,174,0.508,08001,-0.22441533262,,,
109,123,0.508680555556,00952,0.387844619931,,,
110,20,0.509316770186,00626,-0.021328297822,,,
111,225,0.51037037037,00947,0.0989978463756,0.184464350233,0.120986146349,0.151927871041
112,182,0.511982570806,08090,-0.063361430207,1.11929043096,,
113,209,0.512820512821,00285,0.659375155543,0.240590472435,0.135297355275,0.148058543981
114,368,0.513888888889,08317,0.135915554669,-0.195967128242,0.0268554620543,
115,11,0.515625,02378,0.0865951603767,,,
116,232,0.515731874145,01087,-0.0980348175206,-0.318415989553,-0.173279428233,
117,329,0.5174291939,01708,0.12827571878,0.185126584911,0.0725866227093,0.39386291328
118,227,0.518315018315,00992,-0.12311393725,0.0553410531113,0.120395581392,0.191991933743
119,112,0.519259259259,00768,0.105386423926,-0.339375483199,,
120,3,0.519375,00966,0.108988514755,,,
121,359,0.520458265139,08165,-0.319054187635,-0.144404974317,-0.0234273333511,
122,185,0.520467836257,08149,-0.254865495343,,,
123,305,0.52133580705,00771,-0.00896081076036,-0.021058567046,-0.0724182406087,
124,58,0.521531100478,00165,0.0841135471298,0.238056888081,,
125,285,0.521822849807,00092,-0.134960690598,0.0888754726297,-0.0480349007721,-0.33178538732
126,175,0.52251552795,08019,0.143502901913,-0.212345857678,0.0156445098852,
127,172,0.523755656109,06881,0.0438157230188,,,
128,149,0.52614379085,01669,-0.101551715555,0.0176960997892,,
129,65,0.526988636364,00222,0.0517070193518,,,
130,180,0.526988636364,08088,-0.461370266509,0.709623836508,,
131,93,0.527,00559,-0.276166740999,-0.487442948801,0.57997234443,
132,74,0.527823240589,00310,-0.244441626045,,,
133,270,0.528,08159,0.43895386721,0.0251745911459,0.0502075211849,
134,62,0.528641571195,00188,-0.0889090082179,,,
135,9,0.529180695847,02318,-0.00300555259418,,,
136,188,0.52950310559,08193,-0.348941860492,,,
137,92,0.530095759234,00530,0.260696528807,0.372021638348,0.37124507184,
138,221,0.530525030525,00763,0.146991575772,0.0422699244604,0.0238078687938,
139,302,0.534090909091,00596,0.542651558543,-0.15049253453,-0.0541014258721,
140,266,0.534090909091,08050,0.187564821583,-0.13053730383,0.235803359971,
141,177,0.534161490683,08030,0.11542919439,0.284441128408,,
142,75,0.534722222222,00318,1.06317706768,,,
143,237,0.537240537241,01300,-0.142595455107,0.062507971408,-0.0147712739351,0.33759452234
144,44,0.538126361656,06138,-0.0524828901637,,,
145,330,0.538352272727,01808,0.490876614676,0.276028581187,0.165204774778,
146,319,0.542483660131,01089,0.467063555578,0.0190893951839,0.278669366229,
147,127,0.543003851091,01041,0.21824274324,inf,,
148,186,0.543003851091,08163,0.609876536787,1.18101546533,0.0276824235792,
149,151,0.543003851091,01788,-0.0672927112449,,,
150,327,0.545454545455,01522,-0.0764376510634,0.23127746294,0.23984959156,
151,19,0.546296296296,00440,0.0576539523142,,,
152,176,0.546875,08025,-0.31482957147,0.397685057217,,
153,187,0.5475,08190,0.0400091509527,-0.0541785479976,-0.0207275149414,
154,84,0.547619047619,00388,0.10974261576,0.11412995213,,
155,291,0.548125,00327,0.204992755171,0.196558985484,0.215013853367,
156,299,0.548136645963,00536,-0.015617445354,-0.000971451592603,,
157,273,0.551892551893,08192,0.253253505762,1.0650310557,0.463201879198,
158,248,0.554035567715,02028,0.055188132865,0.0325860259262,0.0290657687668,0.0581750213519
159,10,0.554425837321,02328,0.0758863159569,,,
160,306,0.555840821566,00777,0.271776236687,0.231245098021,0.290134986468,0.34436213148
161,348,0.556644880174,08076,-0.122307664085,0.142187604142,-0.100351202288,
162,181,0.557037037037,08089,0.480648809965,-0.10857659766,,
163,355,0.55900621118,08109,-0.666027043187,0.114508576899,0.260696528807,
164,129,0.560296846011,01062,-0.160711361323,,,
165,95,0.562169312169,00585,0.505074483047,-0.676607318926,0.0633189187476,
166,81,0.562193126023,00376,0.196593922073,,,
167,137,0.56400742115,01273,-0.0422969230838,0.0713157324956,,
168,17,0.56675224647,00023,0.0239893396069,,,
169,247,0.571092831962,02018,0.327090761104,0.225409276337,0.118411117276,0.231580288391
170,239,0.571428571429,01362,0.119599114056,-0.1509840119,-0.00759883091493,
171,352,0.574519230769,08092,0.0817352462468,-0.0528155793525,0.0,
172,102,0.577639751553,00666,-0.0447763380518,-0.128426032221,,
173,122,0.578125,00931,0.467511810537,,,
174,284,0.578659370725,00046,0.109076616555,0.0517175455037,0.0418753914906,
175,309,0.578703703704,00818,0.135333348787,0.195712361068,0.0100722869353,
176,152,0.580027359781,02312,0.0735718815387,,,
177,4,0.582222222222,01019,-0.43519182626,0.128543327244,0.068817020451,
178,25,0.582671957672,01288,-0.0136225195713,,,
179,16,0.58375,00011,0.0986073238628,,,
180,271,0.585924713584,08167,-0.184829655594,1.06577104827,0.0190987939161,
181,236,0.588919288646,01282,0.280419508114,-0.0410574912803,0.0154788691533,
182,191,0.590838509317,08215,-0.041982832391,0.107917352519,,
183,124,0.590909090909,00993,1.14451489024,,,
184,324,0.593023255814,01236,0.0815216732602,0.0970670627121,0.126631084565,0.0734666116176
185,22,0.593406593407,00998,0.0132152837749,,,
186,50,0.593692022263,00064,-0.00966671269937,,,
187,96,0.59375,00605,0.00684200392524,0.201260076989,,
188,279,0.595687331536,08286,0.0856193002865,-0.188216384041,-0.0729115041925,
189,158,0.597049689441,03623,-0.126559671681,0.0585371965125,,
190,362,0.598199672668,08235,0.12827571878,-0.01911252943,-0.0729115041925,
191,272,0.599,08171,0.0168140856668,-0.18872288735,0.035292404209,
192,106,0.599378881988,00721,-0.09907587119,-0.0871919389273,,
193,287,0.600128369705,00241,0.601452180153,0.0441591464331,0.208727351963,0.299685296392
194,99,0.60119047619,00622,0.0359441923527,,,
195,350,0.601851851852,08083,0.21772025341,-0.19774979582,0.2591039543,
196,322,0.601851851852,01149,-0.283107304058,-0.0514967394395,-0.139696494544,0.0484009312165
197,183,0.603109656301,08098,-0.0553343425719,,,
198,126,0.605335157319,01031,0.554741407414,0.18031601717,,
199,263,0.607272727273,06188,-0.118113369546,0.0388504349077,0.0216932487819,
200,2,0.608851674641,00945,0.0788919107442,,,
201,307,0.609164420485,00799,0.264509814218,0.573030591436,0.465929015843,0.496525189698
202,85,0.61,00397,-0.119967471916,,,
203,88,0.610021786492,00430,0.0736011771508,,,
204,216,0.610123119015,00553,0.162406307809,0.0994188368257,0.104812548454,
205,30,0.611111111111,01963,0.0117787894745,,,
206,241,0.611111111111,01523,0.356517629249,0.188429169344,0.168777248561,0.121801376736
207,142,0.612433862434,01428,0.252407633057,,,
208,297,0.615683229814,00434,-0.142829445724,0.085202949387,0.229384923042,
209,276,0.616071428571,08230,-0.345202909869,0.132692746028,0.0367357718677,
210,349,0.617021276596,08081,-0.507005795842,0.420993003607,,
211,358,0.6171875,08148,-0.274306113122,inf,0.589051551578,0.366040256754
212,119,0.6171875,00851,-0.0794077587189,,,
213,115,0.617224880383,00806,0.0785767434151,0.202882336984,,
214,357,0.617897727273,08131,0.0619545212961,0.0581750213519,0.0514890464607,0.0
215,281,0.618055555556,08311,-0.0453645101896,-0.0406611693028,0.133006013325,-0.0549767478706
216,61,0.618990384615,00174,-0.0217769356052,0.115807512664,,
217,97,0.619259259259,00612,0.977027448574,0.0,,
218,222,0.619565217391,00856,0.044379433475,0.0604803476588,0.0616843322715,
219,323,0.62,01206,0.0716334331074,0.206647574394,0.0776675114184,
220,274,0.62091503268,08205,0.0966977695992,-0.00682989123104,-0.20121941806,0.121801376736
221,108,0.62356792144,00730,-0.0923769739362,0.156828671546,,
222,26,0.624338624339,01398,0.0121512676214,,,
223,49,0.627329192547,00056,0.0730485497039,-0.0140497657559,,
224,332,0.629658385093,01980,0.00622659536621,0.0990988051412,0.0947727374202,0.0535394110141
225,290,0.62987012987,00299,-0.508579175688,-0.259742306908,-0.0436692578904,0.236770889952
226,269,0.630718954248,08145,0.096675702481,0.0661087228724,-0.0517977684564,
227,69,0.634943181818,00245,0.459940496625,-0.199106809398,-0.200661934387,
228,98,0.637422360248,00619,-0.0884786956161,,,
229,292,0.638755980861,00354,0.227044355996,0.223439616928,0.122047532778,0.499468869747
230,37,0.639281129653,03328,-0.00547304497008,,,
231,294,0.639433551198,00400,0.0435396402392,0.458461909268,0.481823359557,
232,59,0.641509433962,00170,0.207148593106,,,
233,83,0.641848523748,00379,-0.383533464152,-0.115332359141,0.0605349889238,
234,193,0.641929499072,08239,-0.322319133516,0.0235327562424,,
235,165,0.642344497608,06030,0.00425946740904,,,
236,207,0.642857142857,00259,0.346912898734,0.0238198813155,0.0237082340497,
237,116,0.646481178396,00810,-0.0642447637751,-0.443231185084,,
238,277,0.647321428571,08245,-0.567794504062,-0.0119487029605,-0.041858502185,
239,14,0.648423005566,06161,-0.0994114015827,,,
240,335,0.649595687332,03773,-0.0912660916068,,,
241,215,0.650192554557,00552,-0.0504666936385,0.0851305745421,0.0541783068855,
242,325,0.651397515528,01450,-0.157331225947,0.0119152679464,0.0687389990199,
243,94,0.653027823241,00572,-0.249225784045,,,
244,213,0.653708133971,00479,-0.0918165395017,-0.0537007395464,0.276028581187,
245,43,0.654970760234,06122,-0.00138935763013,,,
246,353,0.655266757866,08095,0.42455406544,0.242670459182,0.143765337097,
247,57,0.655266757866,00133,0.0245449523146,,,
248,15,0.655699177438,00005,-0.0163700320926,,,
249,52,0.660392798691,00080,-0.243300773838,0.0,0.0,
250,103,0.661211129296,00668,-0.180518359996,,,
251,21,0.661574618096,00939,0.00422778557837,,,
252,313,0.665071770335,00986,-0.374591199336,-0.0831157652782,-0.170035575168,
253,363,0.666666666667,08249,0.232885007599,0.10452167645,-0.0771161226228,
254,161,0.666666666667,03903,-0.173191661304,0.0163624172242,,
255,208,0.667272727273,00261,0.0,-0.126686175167,0.0499251440467,
256,295,0.668323863636,00402,-0.167913451891,-0.268662207962,0.120690008154,
257,298,0.668650793651,00484,-0.304734039698,-0.157897999358,-0.00421656153244,-0.153178424541
258,301,0.669034090909,00569,-0.101046140998,-0.129286432702,-0.0757428303766,0.0343916702282
259,343,0.673,08033,0.0,0.120499632714,0.0520585993334,
260,315,0.674,01022,-0.126750296719,0.0601753824636,0.0713657069255,0.545493953715
261,91,0.678107606679,00510,0.245799496627,,,
262,78,0.679012345679,00356,-0.320823151996,,,
263,304,0.679375,00700,0.0697253620411,,,
264,220,0.68,00732,-0.0936729060648,0.139067877301,0.0889783284702,
265,48,0.680708180708,00053,0.053082083299,0.0702075196191,0.00417195959628,
266,42,0.681318681319,03988,0.015221020665,,,
267,252,0.683568677792,02308,0.0219110977666,-0.00389872826643,0.0234880527887,
268,251,0.683636363636,02239,-0.040192322261,0.0524941354017,-0.0456443297784,0.0
269,234,0.6853625171,01202,0.0816789334064,0.262921919172,0.124593884007,0.35036542366
270,68,0.686507936508,00235,-0.0485886032451,,,
271,159,0.687272727273,03678,-0.0457281886318,,,
272,155,0.687363834423,02799,0.0250280288696,0.150265950417,,
273,333,0.688311688312,02280,-0.157002318693,0.331233007208,0.209558423948,
274,242,0.689345314506,01613,-0.277790209811,0.0514890464607,0.233948978766,0.160952976042
275,204,0.690972222222,00110,-0.0185859724404,-0.321674943408,-0.154750340651,
276,169,0.69220246238,06837,0.0375936322662,,,
277,249,0.693570451436,02038,-0.0372294007912,0.0824273002087,-0.0301268780497,-0.0877861939088
278,73,0.694805194805,00290,0.156746664333,,,
279,51,0.695906432749,00068,0.00667289572352,-0.158818068603,,
280,80,0.697047496791,00373,0.154080795427,-0.0113770238124,,
281,111,0.698412698413,00767,0.376104811004,0.862304150704,,
282,173,0.699652777778,06886,-0.0878246378159,,,
283,341,0.699652777778,08018,-0.405286506701,0.127686917716,0.39881066039,
284,153,0.699735449735,02324,-0.074011618219,,,
285,300,0.700284090909,00543,-0.153811364271,0.0716928550177,0.175965232897,0.162138228586
286,109,0.700310559006,00764,-0.359889903065,0.218060869208,0.356316777731,
287,28,0.703504043127,01578,-0.0563778521196,,,
288,131,0.70652173913,01141,0.498637772024,,,
289,280,0.707792207792,08301,0.323900450312,0.0597272350578,0.280419508114,
290,254,0.712722298222,02369,-0.24763554203,0.0048020415748,0.0515197105117,
291,244,0.712962962963,01979,0.207466491557,0.067645268643,0.0691046309379,
292,312,0.714090287278,00885,0.108762827698,3.2209403087,1.04311460372,
293,138,0.716346153846,01290,-0.130661110909,-0.171591077695,,
294,140,0.71875,01359,-0.0955376480744,0.264185701464,,
295,134,0.72,01225,-0.365626825601,-0.363644400918,-0.112266193361,-0.616763494418
296,104,0.723562152134,00717,0.142187604142,,,
297,264,0.725,06869,0.393261535693,0.123637195941,0.126457478891,
298,267,0.727163461538,08051,0.650139993025,-0.076315586296,-0.0127782984232,-0.10857659766
299,253,0.731190150479,02342,-0.133660159852,-0.0137889778413,-0.02572547171,-0.106985446263
300,145,0.732026143791,01469,0.178650700833,,,
301,235,0.732142857143,01263,0.288638584709,-0.0189534729527,-0.0039845407596,
302,261,0.734501347709,06133,-0.32024807369,-0.294691091998,-0.040192322261,-0.162557694057
303,293,0.735795454545,00395,-0.0411128061996,-0.344654823003,-0.162557694057,
304,212,0.740740740741,00465,-0.0695678993987,-0.00830908404371,0.0223089780659,
305,141,0.741407528642,01375,0.121099494949,,,
306,55,0.743502051984,00111,-0.0241834228376,,,
307,262,0.743827160494,06168,-0.12038379274,0.0480070213678,0.256373237651,0.280419508114
308,154,0.748538011696,02611,0.012511727555,,,
309,372,0.748538011696,08345,0.0906502283829,0.163011616192,0.10452167645,0.0
310,337,0.750544662309,03969,-0.0172371586911,0.126317309742,0.0915079997368,
311,166,0.752727272727,06066,0.0110223566764,,,
312,23,0.754658385093,01111,-0.039467360925,,,
313,39,0.756,03698,0.00922725985148,,,
314,135,0.757,01226,-0.316743125196,-0.373667780688,,
315,326,0.762019230769,01460,-0.0345663166857,0.235874740741,0.093292118291,
316,229,0.764705882353,01063,-0.326668857821,-0.0614755879792,0.0226106381061,
317,361,0.771929824561,08229,0.162024571416,0.0390334494682,0.463201879198,
318,230,0.772727272727,01079,0.722162209901,0.0173481424912,-0.0871919389273,
319,143,0.773420479303,01456,-0.0690028015706,,,
320,240,0.773654916512,01478,0.452350227478,0.328766361384,0.264057925532,0.223492927737
321,29,0.774038461538,01658,-0.0120396562924,,,
322,296,0.776041666667,00418,0.138791618009,-0.149977733059,0.00607254047605,
323,255,0.777365491651,03315,-0.199186440544,0.176458667289,0.280419508114,0.315183396539
324,144,0.777777777778,01461,-0.0747534317219,,,
325,167,0.779220779221,06099,0.0135550478929,,,
326,70,0.786415711948,00263,-0.0838998374476,,,
327,214,0.786549707602,00529,0.0968646704751,-0.130312328706,0.116785892268,
328,79,0.787326388889,00372,-0.00383886017011,-0.0871919389273,,
329,45,0.788580246914,06196,0.0226678824983,,,
330,373,0.788671023965,08355,-0.45948489158,0.0703794332961,,
331,367,0.789090909091,08290,-0.445410472487,0.00413709042913,,
332,370,0.791280148423,08325,0.00716903247314,0.482433549215,0.888741050233,
333,162,0.794,03908,0.080898696518,,,
334,346,0.794074074074,08060,-0.0525573775753,-0.159155674315,0.0110382639398,
335,87,0.795673076923,00428,-0.233963003156,,,
336,192,0.796296296296,08221,-0.544434035992,,,
337,250,0.798701298701,02086,0.319026858848,-0.0128594662485,0.0654705251351,0.124087930439
338,171,0.8125,06878,-0.468100586646,0.408040492072,,
339,46,0.813492063492,06818,-0.013691344875,,,
340,199,0.814814814815,08407,-0.0434343651896,0.38296443108,,
341,238,0.815363881402,01357,0.0618872638148,0.924747781485,0.978825636473,0.844312099646
342,33,0.818576388889,02066,-0.046648541099,,,
343,147,0.819711538462,01572,0.0394235782418,0.397431365718,0.631205215046,
344,32,0.825617283951,02016,0.0133271375841,,,
345,366,0.827160493827,08282,-0.0234273333511,0.00283423486725,0.0716334331074,
346,178,0.835579514825,08077,1.08146447618,,,
347,170,0.836734693878,06866,-0.151798350683,0.288939547412,,
348,168,0.840144230769,06178,-0.0386975830351,,,
349,365,0.843137254902,08267,-0.297508747641,0.0566817323869,0.164481059974,0.217326374488
350,132,0.843665768194,01160,0.39881066039,-1.0,,
351,40,0.84375,03866,0.0611553665522,,,
352,257,0.846011131725,03638,-0.284691743905,0.116933937144,0.0771346133491,
353,196,0.848214285714,08333,-0.111885726847,,,
354,18,0.848557692308,00416,0.222311166697,,,
355,371,0.848765432099,08342,0.13418411642,0.142091157768,0.314805765628,0.141395914346
356,259,0.853,03882,-0.08563586168,-0.095367468023,0.0700963015541,0.111921296834
357,369,0.856363636364,08319,-0.423481355035,0.0243242746652,0.147349550318,
358,374,0.866071428571,08359,-0.307568165294,0.279101674658,0.289901004957,
359,163,0.867924528302,03958,-0.000277910762446,0.269532772534,,
360,8,0.870192307692,01508,-0.0964814911989,,,
361,375,0.877358490566,08361,0.0856193002865,0.112134177937,0.0835599413026,0.0
362,211,0.891975308642,00334,0.403072960499,0.100404566198,1.10789928295,
363,150,0.895962732919,01776,-0.0859013414571,,,
364,245,0.909090909091,01985,-0.212937362833,0.00860539383085,0.0561845044943,
365,243,0.91049382716,01617,0.164977656995,0.284384520484,0.341265353929,0.314805765628
366,226,0.92,00948,-0.281022949551,-0.370562737482,-0.144404974317,
367,194,0.930909090909,08252,0.194829751066,-0.0528155793525,,
368,201,0.931034482759,08452,-0.0186560598148,0.0891364830477,,
369,347,0.932098765432,08062,-0.16475220905,0.0978594909333,0.697335099978,
370,198,0.956896551724,08365,-0.0899082181152,,,
371,282,0.965517241379,08410,0.419643411993,0.137953894095,0.168777248561,
372,156,0.965517241379,03329,-0.0232478731217,,,
373,202,0.982456140351,08469,0.145591921759,0.166462569328,,
374,260,0.98275862069,06088,0.0994092934849,,,
