Date,Revenue,Cost_of_revenue,Gross_profit,Operating_expenses,Sales__General_and_administrative,Other_operating_expenses,Total_operating_expenses,Operating_income,Interest_Expense,Other_income__expense_,Income_before_taxes,Provision_for_income_taxes,Net_income_from_continuing_operations,Net_income,Net_income_available_to_common_shareholders,Earnings_per_share,Weighted_average_shares_outstanding,EBITDA,Symbol,Close,Ytd_close,OneDayMomentum,Dummy
2013-03-31,,,,,,,,,,,,,,,,,,,8359,1.05,,,False
2013-04-01,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-02,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-03,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-04,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-05,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-06,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-07,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-08,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-09,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-10,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-11,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-12,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-13,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-14,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-15,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-16,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-17,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-18,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-19,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-20,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-21,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-22,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-23,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-24,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-25,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-26,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-27,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-28,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-29,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-04-30,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-05-01,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-05-02,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
2013-05-03,,,,,,,,,,,,,,,,,,,8359,1.05,1.05,0.0,False
